time,seconds_elapsed,z,y,x
1762759286540085500,1.16408544921875,0.1047697035074234,0.0599210924774408,-0.0856977771602571
1762759291565323000,6.189322998046875,-0.0467570749998092,-0.0743131904453039,-0.1511165172059088
1762759306643619300,21.267619384765624,0.0243710556685924,0.009147767573595,-0.0011689707141369
1762759326743271400,41.367271484375,0.0175415019094943,0.0026023279855027,0.0051626799928024
1762759346839289900,61.46328979492188,0.0120300450116395,0.0048266164388507,-0.0044278994448482
1762759366935090400,81.55909033203125,0.0168956052213907,0.0038921120677143,0.0158313369907438
1762759387030697200,101.654697265625,0.0235153156220912,-0.0040884018247947,-0.0138860116092488
1762759407126201000,121.750201171875,0.0066401686668395,0.0034905089968815,-0.009539726033248
1762759427221647400,141.8456474609375,0.0061105918347835,0.005737520738691,0.0004387567434459
1762759447317046000,161.9410458984375,0.0099456399530172,-0.0042284678826108,-0.0058722895668819
1762759467412424400,182.0364245605469,0.0061316346228122,0.0064198404470458,0.0053488502146676
1762759487507782000,202.13178198242187,0.0265098212629556,0.0118803708752617,0.0007206789573654
1762759507603124200,222.22712426757812,0.0066612114548683,0.0060783335329964,0.0043364948343485
1762759527698461400,242.32246142578128,0.0325309812486171,-0.0183399222781881,-0.0170943426638841
1762759547793793800,262.4177937011719,0.0171153854519128,0.0017686901729553,-0.0148719173740595
1762759567889134600,282.5131345214844,0.0177606976181268,0.000723309305869,-0.0107440237890928
1762759577936814000,292.56081396484376,0.0063981766045093,0.0286400382246822,0.0099734047427773
1762759587984484900,302.60848486328126,-0.0043944355666637,-0.0154691891474649,0.0025077450372278
1762759608079848700,322.7038486328125,0.0233943195909261,-0.0130209922777488,0.0005362257685512
1762759613103687200,327.7276872558594,-0.0038420623809099,-0.0013653335364535,-0.0127702323870733
1762759628175207000,342.79920703125,0.0234036719411611,0.0066302317947149,-0.0075881170414388
1762759648270557200,362.89455712890623,0.0194710086673498,0.0127831649338826,-0.0003291954217478
1762759668365884200,382.9898842773438,0.0095586864620447,0.0150111066490411,-0.0034437472457066
1762759688461200600,403.08520068359377,0.0143599492639303,-0.0013464827055111,-0.0004236322395503
1762759708556502000,423.180501953125,0.0165156659930944,-0.0047252018909901,0.0082195468127727
1762759728651795000,443.275794921875,0.016093056666851,0.0031094737900421,-0.004650310023874
1762759748747081000,463.3710810546875,0.0200584531664848,-0.0113011096825823,-0.0089086981207132
1762759768842361300,483.466361328125,0.0037695816665887,0.002261040267162,0.0045313963519409
1762759788937636900,503.56163696289065,0.0081453125327825,-0.0062098144255578,0.003425188675709
1762759809032945700,523.6569455566406,0.0294932209879159,-0.007676562509872,0.0075139558266848
1762759829128355000,543.7523549804688,0.0112006084501743,0.0141971599176526,-0.0065206704730167
1762759849223711000,563.8477109375,0.0125099374830722,-0.0055587666383013,-0.0117581692676991
1762759869319035400,583.9430354003906,0.01475216345191,0.0020882409835234,-0.001920008277148
1762759889414376000,604.0383759765625,0.0195662857353687,0.0067475745640695,-0.0042439942453056
1762759909509680600,624.1336806640625,0.0061667059361934,0.014648191620782,-0.0031008886247873
1762759929605006800,644.2290068359375,-0.0013531681746244,0.0092587902000173,0.0024469912933185
1762759949700308000,664.3243078613282,-0.0026408698976039,-0.0094222006008028,-0.0066162032693624
1762759969795590100,684.4195900878906,0.0235059632718563,0.0019385668471455,0.000608596885018
1762759989890859000,704.5148588867188,0.0079255323022603,-0.0143560037411749,-0.0052978872124105
1762760009986122500,724.6101225585937,0.0092979896992444,-0.001223769641295,-0.0101339655993506
1762760030081379300,744.7053793945313,0.0126309335142374,0.0047292204789817,0.0010163374356925
1762760050176657400,764.8006574707031,0.0164566292822361,-0.0121554614895954,-0.0092358477158471
1762760070271925200,784.8959252929687,0.0114274029433727,0.0015690759476274,0.011315905392915
1762760090367179500,804.9911794433593,-0.000218026664853,-0.0023472937785089,0.0003221446264535
1762760110462423000,825.0864230957031,0.02950432690382,0.0087803590333089,-0.0163712525537237
1762760130557664300,845.1816643066406,0.0071878656774759,-0.0028707696633413,-0.0017544059192761
1762760150652899000,865.2768991699219,0.0085877956032752,0.010040880488418,0.0082144322462379
1762760170748133600,885.3721335449219,0.0161532624214887,-0.0026385318100452,0.0020518544958904
1762760190843416600,905.4674165039064,0.0116465986520051,-0.0123874436145648,0.007977737413533
1762760210938671400,925.5626713867188,0.0176940621227025,0.0058674307286739,0.0001357186762616
1762760231033908500,945.6579084472656,0.009833996272087,-0.0056419148771092,-0.0015613675652071
1762760251129150700,965.7531506347656,0.0156388831585645,-0.0074789941111579,-0.0092242668759077
1762760271224381700,985.8483815917969,0.0006716156512498,0.0008547536658123,0.0077783789165318
1762760291319602700,1005.9436027832032,0.0168541041672229,-0.0140089438691735,-0.0035102000780403
1762760311414828500,1026.038828613281,0.0103097970902919,0.0025125308101996,-0.003863251299411
1762760331510054000,1046.134053955078,0.0142500591486692,0.0066280763702467,-0.0008808379551395
1762760351605266700,1066.2292666015626,0.0083516487598419,0.0035932387189939,-0.0072297685904428
1762760371700485600,1086.3244855957032,0.0077577745199203,0.0026289602641016,0.0008383505202829
1762760391795710200,1106.4197102050782,0.0188239429354667,0.0036803324805572,-0.0140660808838903
1762760411890921700,1126.5149216308594,0.0132487731516361,0.0026697306659072,-0.0079866148397326
1762760431986123300,1146.6101232910155,0.0082680621296167,0.0036120164847001,-0.0055051002223044
1762760452081319400,1166.7053193359377,0.010652911439538,0.0012839023306965,-7.27364426478e-05
1762760472176517000,1186.8005170898437,0.0129079968899488,-0.0197996195672079,0.0111694826595485
1762760492271773200,1206.8957731933594,0.0111298813015222,-0.0096210841737687,0.0067705901134759
1762760512367021800,1226.9910217285155,-0.0088759648948907,0.0085808544058352,-0.0003904606223106
1762760532462240800,1247.0862407226562,0.0118359837442636,-0.0081745386272668,-8.30386409536e-05
1762760552557446700,1267.1814467773438,0.0024099837511777,0.0107670028058812,-0.0070266472337767
1762760572652646700,1287.2766467285155,0.0133615858763456,-0.0154246193533763,0.0057938905684277
1762760592747841300,1307.3718413085935,0.0100169516235589,0.0046046442512422,-0.0006824658388271
1762760612843029200,1327.467029296875,0.0255167185723781,-0.0033251623673364,0.000376724357903
1762760632938229500,1347.5622294921875,0.0106084877759218,-0.0081850234886631,-0.0066920084519311
1762760653033458200,1367.6574582519531,0.0214694890081882,-0.0010412161486223,0.0006849135242402
1762760673128657700,1387.7526577148435,0.0086567691862583,0.0050938890729099,0.0046909342952072
1762760693223842600,1407.847842529297,0.0119721773445606,0.0112953009963035,0.0055474415266886
1762760713319021800,1427.9430217285155,0.0041039281874895,0.0142504610074684,0.00618701807186
1762760733414205200,1448.038205078125,-0.0027560207098722,0.0030281156495213,0.0146611607002094
